study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias
PRJNA544527	SAMN11846844	SRX5977497	SRR9206324	46506	Bacteroides stercoris	WGS	1719429	486283787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206324/SRR9206324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206324/SRR9206324_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206324	af_0058_0044_g1
PRJNA544527	SAMN11846828	SRX5977496	SRR9206325	291644	Bacteroides salyersiae	WGS	1466793	315369982	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206325/SRR9206325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206325/SRR9206325_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206325	am_0171_0057_h1
PRJNA544527	SAMN11846829	SRX5977495	SRR9206326	291644	Bacteroides salyersiae	WGS	947046	241613924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206326/SRR9206326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206326/SRR9206326_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206326	am_0171_0057_h5
PRJNA544527	SAMN11846841	SRX5977494	SRR9206327	291644	Bacteroides salyersiae	WGS	2410914	610481697	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206327/SRR9206327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206327/SRR9206327_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206327	bq_0049_0037_b5
PRJNA544527	SAMN11846840	SRX5977493	SRR9206328	291644	Bacteroides salyersiae	WGS	1517161	218354818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206328/SRR9206328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206328/SRR9206328_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/008/SRR9206328	bq_0049_0032_f5
PRJNA544527	SAMN11846648	SRX5977492	SRR9206329	28116	Bacteroides ovatus	WGS	1667707	457749576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206329/SRR9206329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206329/SRR9206329_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/009/SRR9206329	af_0058_0083_d6
PRJNA544527	SAMN11846842	SRX5977491	SRR9206330	46506	Bacteroides stercoris	WGS	7213055	1964664053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206330/SRR9206330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206330/SRR9206330_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/000/SRR9206330	af_0058_0044_b3
PRJNA544527	SAMN11846217	SRX5977490	SRR9206331	328813	Alistipes onderdonkii	WGS	3304399	902279819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206331/SRR9206331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206331/SRR9206331_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/001/SRR9206331	am_0003_0093_b1
PRJNA544527	SAMN11846216	SRX5977489	SRR9206332	328813	Alistipes onderdonkii	WGS	3851097	1043036885	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206332/SRR9206332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206332/SRR9206332_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/002/SRR9206332	am_0003_0093_b12
PRJNA544527	SAMN11846215	SRX5977488	SRR9206333	328813	Alistipes onderdonkii	WGS	1515226	417777472	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206333/SRR9206333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206333/SRR9206333_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/003/SRR9206333	am_0003_0093_b10
PRJNA544527	SAMN11846214	SRX5977487	SRR9206334	328813	Alistipes onderdonkii	WGS	725586	199553100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206334/SRR9206334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206334/SRR9206334_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206334	am_0003_0093_a9
PRJNA544527	SAMN11846213	SRX5977486	SRR9206335	328813	Alistipes onderdonkii	WGS	721711	196258220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206335/SRR9206335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206335/SRR9206335_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206335	am_0003_0093_a8
PRJNA544527	SAMN11846212	SRX5977485	SRR9206336	328813	Alistipes onderdonkii	WGS	611858	167803038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206336/SRR9206336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206336/SRR9206336_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206336	am_0003_0093_a7
PRJNA544527	SAMN11846211	SRX5977484	SRR9206337	328813	Alistipes onderdonkii	WGS	1779843	486018393	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206337/SRR9206337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206337/SRR9206337_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206337	am_0003_0093_a6
PRJNA544527	SAMN11846210	SRX5977483	SRR9206338	328813	Alistipes onderdonkii	WGS	1402982	385770787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206338/SRR9206338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206338/SRR9206338_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/008/SRR9206338	am_0003_0093_a5
PRJNA544527	SAMN11846256	SRX5977482	SRR9206339	328813	Alistipes onderdonkii	WGS	2003784	553267766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206339/SRR9206339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206339/SRR9206339_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/009/SRR9206339	am_0003_0093_g1
PRJNA544527	SAMN11846257	SRX5977481	SRR9206340	328813	Alistipes onderdonkii	WGS	2188536	602695368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206340/SRR9206340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206340/SRR9206340_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/000/SRR9206340	am_0003_0093_g4
PRJNA544527	SAMN11846254	SRX5977480	SRR9206341	328813	Alistipes onderdonkii	WGS	1498559	412185150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206341/SRR9206341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206341/SRR9206341_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/001/SRR9206341	am_0003_0093_g10
PRJNA544527	SAMN11846255	SRX5977479	SRR9206342	328813	Alistipes onderdonkii	WGS	2894783	785932611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206342/SRR9206342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206342/SRR9206342_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/002/SRR9206342	am_0003_0093_g12
PRJNA544527	SAMN11846252	SRX5977478	SRR9206343	328813	Alistipes onderdonkii	WGS	2651326	720468837	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206343/SRR9206343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206343/SRR9206343_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/003/SRR9206343	am_0003_0093_f8
PRJNA544527	SAMN11846253	SRX5977477	SRR9206344	328813	Alistipes onderdonkii	WGS	1987288	545149890	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206344/SRR9206344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206344/SRR9206344_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206344	am_0003_0093_f9
PRJNA544527	SAMN11846250	SRX5977476	SRR9206345	328813	Alistipes onderdonkii	WGS	2954194	804070206	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206345/SRR9206345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206345/SRR9206345_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206345	am_0003_0093_f5
PRJNA544527	SAMN11846251	SRX5977475	SRR9206346	328813	Alistipes onderdonkii	WGS	1638266	450722043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206346/SRR9206346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206346/SRR9206346_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206346	am_0003_0093_f6
PRJNA544527	SAMN11846298	SRX5977474	SRR9206347	328813	Alistipes onderdonkii	WGS	2208430	606879830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206347/SRR9206347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206347/SRR9206347_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206347	am_0006_0094_d1
PRJNA544527	SAMN11846299	SRX5977473	SRR9206348	328813	Alistipes onderdonkii	WGS	2174304	595089178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206348/SRR9206348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206348/SRR9206348_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/008/SRR9206348	am_0006_0094_d2
PRJNA544527	SAMN11846643	SRX5977472	SRR9206349	28116	Bacteroides ovatus	WGS	3118857	829447971	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206349/SRR9206349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206349/SRR9206349_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/009/SRR9206349	af_0058_0083_c3-BIS
PRJNA544527	SAMN11846956	SRX5977471	SRR9206350	818	Bacteroides thetaiotaomicron	WGS	558932	152738995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206350/SRR9206350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206350/SRR9206350_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/000/SRR9206350	af_0058_0071_g4
PRJNA544527	SAMN11846642	SRX5977470	SRR9206351	28116	Bacteroides ovatus	WGS	3101040	873370697	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206351/SRR9206351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206351/SRR9206351_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/001/SRR9206351	af_0058_0083_c2
PRJNA544527	SAMN11847015	SRX5977469	SRR9206352	818	Bacteroides thetaiotaomicron	WGS	2792635	783428964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206352/SRR9206352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206352/SRR9206352_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/002/SRR9206352	af_0058_0083_g4
PRJNA544527	SAMN11846980	SRX5977468	SRR9206353	818	Bacteroides thetaiotaomicron	WGS	3754381	1006300048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206353/SRR9206353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206353/SRR9206353_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/003/SRR9206353	af_0058_0077_e6
PRJNA544527	SAMN11846739	SRX5977467	SRR9206354	28116	Bacteroides ovatus	WGS	2148518	588579384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206354/SRR9206354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206354/SRR9206354_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206354	am_0171_0078_f6
PRJNA544527	SAMN11846738	SRX5977466	SRR9206355	28116	Bacteroides ovatus	WGS	2745901	767369351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206355/SRR9206355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206355/SRR9206355_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206355	am_0171_0078_f5
PRJNA544527	SAMN11846731	SRX5977465	SRR9206356	28116	Bacteroides ovatus	WGS	229142	62626337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206356/SRR9206356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206356/SRR9206356_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206356	am_0171_0071_h9
PRJNA544527	SAMN11846730	SRX5977464	SRR9206357	28116	Bacteroides ovatus	WGS	202309	55348624	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206357/SRR9206357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206357/SRR9206357_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206357	am_0171_0071_h8
PRJNA544527	SAMN11846733	SRX5977463	SRR9206358	28116	Bacteroides ovatus	WGS	671373	184440396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206358/SRR9206358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206358/SRR9206358_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/008/SRR9206358	am_0171_0078_a5
PRJNA544527	SAMN11846732	SRX5977462	SRR9206359	28116	Bacteroides ovatus	WGS	403714	109961161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206359/SRR9206359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206359/SRR9206359_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/009/SRR9206359	am_0171_0078_a3
PRJNA544527	SAMN11846735	SRX5977461	SRR9206360	28116	Bacteroides ovatus	WGS	2687104	665998160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206360/SRR9206360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206360/SRR9206360_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/000/SRR9206360	am_0171_0078_d4
PRJNA544527	SAMN11846734	SRX5977460	SRR9206361	28116	Bacteroides ovatus	WGS	3167404	841300062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206361/SRR9206361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206361/SRR9206361_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/001/SRR9206361	am_0171_0078_b4
PRJNA544527	SAMN11846737	SRX5977459	SRR9206362	28116	Bacteroides ovatus	WGS	1861397	512173782	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206362/SRR9206362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206362/SRR9206362_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/002/SRR9206362	am_0171_0078_f4
PRJNA544527	SAMN11846736	SRX5977458	SRR9206363	28116	Bacteroides ovatus	WGS	2979105	809142675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206363/SRR9206363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206363/SRR9206363_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/003/SRR9206363	am_0171_0078_e5
PRJNA544527	SAMN11846168	SRX5977457	SRR9206364	328813	Alistipes onderdonkii	WGS	3614556	994068843	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206364/SRR9206364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206364/SRR9206364_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206364	am_0001_0092_c5
PRJNA544527	SAMN11846169	SRX5977456	SRR9206365	328813	Alistipes onderdonkii	WGS	2455866	666781043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206365/SRR9206365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206365/SRR9206365_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206365	am_0001_0092_c9
PRJNA544527	SAMN11846162	SRX5977455	SRR9206366	328813	Alistipes onderdonkii	WGS	3236797	881516910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206366/SRR9206366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206366/SRR9206366_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206366	am_0001_0092_b9
PRJNA544527	SAMN11846163	SRX5977454	SRR9206367	328813	Alistipes onderdonkii	WGS	3671010	995219955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206367/SRR9206367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206367/SRR9206367_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206367	am_0001_0092_c11
PRJNA544527	SAMN11846160	SRX5977453	SRR9206368	328813	Alistipes onderdonkii	WGS	2868605	769430852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206368/SRR9206368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206368/SRR9206368_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/008/SRR9206368	am_0001_0092_b6
PRJNA544527	SAMN11846161	SRX5977452	SRR9206369	328813	Alistipes onderdonkii	WGS	3797748	1030613054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206369/SRR9206369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206369/SRR9206369_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/009/SRR9206369	am_0001_0092_b8
PRJNA544527	SAMN11846166	SRX5977451	SRR9206370	328813	Alistipes onderdonkii	WGS	2649021	718254299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206370/SRR9206370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206370/SRR9206370_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/000/SRR9206370	am_0001_0092_c2
PRJNA544527	SAMN11846167	SRX5977450	SRR9206371	328813	Alistipes onderdonkii	WGS	2315882	634870484	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206371/SRR9206371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206371/SRR9206371_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/001/SRR9206371	am_0001_0092_c3
PRJNA544527	SAMN11846164	SRX5977449	SRR9206372	328813	Alistipes onderdonkii	WGS	2514340	683324996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206372/SRR9206372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206372/SRR9206372_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/002/SRR9206372	am_0001_0092_c12
PRJNA544527	SAMN11846165	SRX5977448	SRR9206373	328813	Alistipes onderdonkii	WGS	2846008	766235757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206373/SRR9206373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206373/SRR9206373_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/003/SRR9206373	am_0001_0092_c1
PRJNA544527	SAMN11846489	SRX5977447	SRR9206374	674529	Bacteroides faecis	WGS	892058	250760196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206374/SRR9206374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206374/SRR9206374_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206374	cx_0004_0086_g7
PRJNA544527	SAMN11846048	SRX5977446	SRR9206375	239935	Akkermansia muciniphila	WGS	277249	71649179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206375/SRR9206375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206375/SRR9206375_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206375	am_0171_0071_g9
PRJNA544527	SAMN11846049	SRX5977445	SRR9206376	239935	Akkermansia muciniphila	WGS	592267	156023456	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206376/SRR9206376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206376/SRR9206376_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206376	am_0171_0071_h7
PRJNA544527	SAMN11846488	SRX5977444	SRR9206377	674529	Bacteroides faecis	WGS	4521995	1245253429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206377/SRR9206377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206377/SRR9206377_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206377	cx_0004_0086_c10
PRJNA544527	SAMN11846799	SRX5977443	SRR9206378	28116	Bacteroides ovatus	WGS	503064	141046483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206378/SRR9206378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9206378/SRR9206378_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/008/SRR9206378	cx_0004_0086_g11
PRJNA544527	SAMN11846040	SRX5977442	SRR9206379	239935	Akkermansia muciniphila	WGS	4650965	1219636397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206379/SRR9206379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/009/SRR9206379/SRR9206379_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/009/SRR9206379	am_0171_0071_c9
PRJNA544527	SAMN11846041	SRX5977441	SRR9206380	239935	Akkermansia muciniphila	WGS	905409	237832766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206380/SRR9206380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/000/SRR9206380/SRR9206380_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/000/SRR9206380	am_0171_0071_e10
PRJNA544527	SAMN11846042	SRX5977440	SRR9206381	239935	Akkermansia muciniphila	WGS	2073515	551878161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206381/SRR9206381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/001/SRR9206381/SRR9206381_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/001/SRR9206381	am_0171_0071_e11
PRJNA544527	SAMN11846043	SRX5977439	SRR9206382	239935	Akkermansia muciniphila	WGS	973353	256800016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206382/SRR9206382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/002/SRR9206382/SRR9206382_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/002/SRR9206382	am_0171_0071_e8
PRJNA544527	SAMN11846044	SRX5977438	SRR9206383	239935	Akkermansia muciniphila	WGS	603965	156685326	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206383/SRR9206383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/003/SRR9206383/SRR9206383_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/003/SRR9206383	am_0171_0071_f10
PRJNA544527	SAMN11846045	SRX5977437	SRR9206384	239935	Akkermansia muciniphila	WGS	593185	154603270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206384/SRR9206384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/004/SRR9206384/SRR9206384_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/004/SRR9206384	am_0171_0071_f9
PRJNA544527	SAMN11846046	SRX5977436	SRR9206385	239935	Akkermansia muciniphila	WGS	271911	70123872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206385/SRR9206385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/005/SRR9206385/SRR9206385_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/005/SRR9206385	am_0171_0071_g12
PRJNA544527	SAMN11846047	SRX5977435	SRR9206386	239935	Akkermansia muciniphila	WGS	710371	181894827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206386/SRR9206386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/006/SRR9206386/SRR9206386_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/006/SRR9206386	am_0171_0071_g7
PRJNA544527	SAMN11846608	SRX5977434	SRR9206387	817	Bacteroides fragilis	WGS	3276287	718978563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206387/SRR9206387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9206387/SRR9206387_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR920/007/SRR9206387	bf_0095_0017_a11
